iyear;imonth;iday;country;region;success;suicide;attacktype1;targtype1;guncertain1;weaptype1;gname
2016;1;3;95;10;1;0;3;15;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;1;0;3;15;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;1;0;3;15;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;4;6;1;0;2;7;0;6;Jaish-e-Mohammad (JeM)
2016;1;3;153;6;1;0;3;4;0;6;Tehrik-i-Taliban Pakistan (TTP)
2016;1;3;182;11;1;0;2;14;0;5;Al-Shabaab
2016;1;3;95;10;0;1;3;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;0;1;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;0;0;2;14;0;5;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;0;0;2;9;0;5;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;1;0;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;1;0;6;14;0;5;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;0;0;2;14;0;5;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;155;10;1;0;2;4;0;5;Palestinian Extremists
2016;1;3;155;10;1;0;2;4;0;5;Palestinian Extremists
2016;1;3;155;10;0;0;2;14;0;9;Palestinian Extremists
2016;1;3;209;10;1;0;3;4;0;6;Kurdistan Workers Party (PKK)
2016;1;3;92;6;1;0;7;1;0;8;Maoists
2016;1;3;147;11;1;0;2;14;0;5;Fulani extremists
2016;1;3;147;11;1;0;2;14;0;5;Fulani extremists
2016;1;3;92;6;1;0;9;2;0;13;Communist Party of India - Maoist (CPI-Maoist)
2016;1;3;95;10;1;0;3;17;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;3;95;10;1;0;3;7;0;6;Harakat al-Nujaba
2016;1;3;4;6;1;0;3;21;0;6;Taliban
2016;1;3;160;5;1;0;6;19;0;5;Abu Sayyaf Group (ASG)
2016;1;3;228;10;1;0;1;4;0;13;Al-Qaida in the Arabian Peninsula (AQAP)
2016;1;3;182;11;1;0;2;14;0;5;Al-Shabaab
2016;1;3;209;10;1;0;2;14;0;5;Kurdistan Workers Party (PKK)
2016;1;4;4;6;1;1;3;3;0;6;Taliban
2016;1;4;4;6;1;1;3;7;0;6;Taliban
2016;1;4;113;10;1;1;3;3;0;6;Tripoli Province of the Islamic State
2016;1;4;113;10;1;0;2;3;0;6;Tripoli Province of the Islamic State
2016;1;4;4;6;1;0;1;2;0;5;Taliban
2016;1;4;182;11;1;0;3;3;0;6;Al-Shabaab
2016;1;4;4;6;0;0;2;3;0;5;Khorasan Chapter of the Islamic State
2016;1;4;97;10;1;0;2;14;0;9;Palestinian Extremists
2016;1;4;97;10;1;0;3;4;0;6;Hezbollah
2016;1;4;209;10;1;0;2;3;0;5;Kurdistan Workers Party (PKK)
2016;1;4;92;6;0;0;3;4;0;6;Maoists
2016;1;5;147;11;1;1;3;14;0;6;Boko Haram
2016;1;4;37;11;1;0;6;3;0;8;Boko Haram
2016;1;4;147;11;1;0;7;14;0;8;Boko Haram
2016;1;4;92;6;1;0;6;1;0;5;Garo National Liberation Army
2016;1;4;95;10;1;1;3;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;4;60;10;1;0;3;4;0;6;Sinai Province of the Islamic State
2016;1;4;213;11;0;0;3;20;1;6;Al-Shabaab
2016;1;4;228;10;1;0;2;15;1;5;Adan-Abyan Province of the Islamic State
2016;1;4;228;10;1;0;6;14;0;5;Al-Qaida in the Arabian Peninsula (AQAP)
2016;1;4;141;6;1;0;2;3;0;5;Akhil Terai Mukti Morcha (ATMM)
2016;1;4;113;10;1;0;6;14;0;13;Tripoli Province of the Islamic State
2016;1;5;113;10;1;0;3;1;0;6;Tripoli Province of the Islamic State
2016;1;5;95;10;1;0;3;3;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;5;95;10;1;0;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;5;228;10;0;1;1;2;0;6;Adan-Abyan Province of the Islamic State
2016;1;5;95;10;1;0;3;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;5;95;10;1;0;3;1;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;5;155;10;1;0;2;4;0;9;Palestinian Extremists
2016;1;5;92;6;1;0;1;14;0;5;Communist Party of India - Maoist (CPI-Maoist)
2016;1;5;92;6;1;0;6;14;0;13;Communist Party of India - Maoist (CPI-Maoist)
2016;1;5;147;11;1;0;7;14;0;5;Boko Haram
2016;1;5;95;10;1;1;3;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;5;95;10;1;0;6;17;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;5;95;10;1;0;6;17;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;5;209;10;1;0;2;4;0;5;Kurdistan Workers Party (PKK)
2016;1;5;92;6;1;0;6;14;0;5;Peoples Liberation Front of India
2016;1;5;92;6;1;0;3;4;0;6;Maoists
2016;1;5;137;11;1;0;6;22;0;5;Mozambique National Resistance Movement (MNR)
2016;1;5;160;5;1;0;6;14;0;5;New Peoples Army (NPA)
2016;1;2;228;10;1;0;2;10;0;5;Houthi extremists (Ansar Allah)
2016;1;5;209;10;1;0;9;14;0;13;Kurdistan Workers Party (PKK)
2016;1;5;141;6;1;0;7;1;0;8;Communist Party of Nepal-Maoist (Baidya)
2016;1;5;228;10;1;0;3;14;0;6;Houthi extremists (Ansar Allah)
2016;1;4;37;11;0;0;9;14;0;13;Boko Haram
2016;1;6;200;10;1;0;3;21;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;7;153;6;1;0;1;14;1;5;Halqa-e-Mehsud
2016;1;6;228;10;0;0;2;17;0;5;Al-Qaida in the Arabian Peninsula (AQAP)
2016;1;6;228;10;0;0;9;20;0;13;Houthi extremists (Ansar Allah)
2016;1;6;228;10;1;0;3;14;0;6;Houthi extremists (Ansar Allah)
2016;1;6;228;10;1;0;9;14;0;13;Houthi extremists (Ansar Allah)
2016;1;6;228;10;1;0;3;14;0;6;Houthi extremists (Ansar Allah)
2016;1;6;4;6;1;0;3;3;0;6;Taliban
2016;1;6;95;10;1;0;2;17;0;5;Islamic State of Iraq and the Levant (ISIL)
2016;1;6;92;6;1;0;6;14;0;5;Maoists
2016;1;6;160;5;1;0;3;4;0;6;New Peoples Army (NPA)
2016;1;4;37;11;1;0;9;14;0;13;Boko Haram
2016;1;6;4;6;1;0;3;4;0;6;Taliban
2016;1;6;4;6;1;0;2;3;0;5;Taliban
2016;1;6;200;10;1;0;6;14;0;5;Islamic State of Iraq and the Levant (ISIL)
2016;1;6;153;6;0;0;2;3;0;5;Tehrik-i-Taliban Pakistan (TTP)
2016;1;6;4;6;1;0;9;3;0;13;Taliban
2016;1;7;113;10;1;1;3;3;0;6;Tripoli Province of the Islamic State
2016;1;7;113;10;1;0;3;17;0;6;Barqa Province of the Islamic State
2016;1;7;60;10;1;0;2;18;0;5;Sinai Province of the Islamic State
2016;1;7;60;10;1;0;3;21;0;6;Sinai Province of the Islamic State
2016;1;7;113;10;1;1;3;3;0;6;Tripoli Province of the Islamic State
2016;1;7;182;11;1;0;3;13;0;6;Al-Shabaab
2016;1;7;182;11;1;0;3;2;0;6;Al-Shabaab
2016;1;7;19;6;1;0;2;14;1;9;Islamic State in Bangladesh
2016;1;7;4;6;1;0;9;3;0;13;Taliban
2016;1;7;229;11;1;0;6;14;0;5;Democratic Front for the Liberation of Rwanda (FDLR)
2016;1;7;182;11;1;0;3;4;0;6;Al-Shabaab
2016;1;7;217;1;1;0;2;3;0;5;Jihadi-inspired extremists
2016;1;7;69;8;0;0;2;3;0;9;Jihadi-inspired extremists
2016;1;7;95;10;0;0;3;15;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;7;95;10;1;0;6;14;0;5;Islamic State of Iraq and the Levant (ISIL)
2016;1;7;92;6;1;0;6;14;0;5;Communist Party of India - Maoist (CPI-Maoist)
2016;1;7;155;10;0;0;2;4;0;9;Palestinian Extremists
2016;1;7;155;10;0;0;2;4;0;9;Palestinian Extremists
2016;1;7;92;6;1;0;2;14;0;9;Maoists
2016;1;7;160;5;1;0;2;4;0;5;New Peoples Army (NPA)
2016;1;7;95;10;1;0;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;7;92;6;1;0;7;1;0;8;Communist Party of India - Maoist (CPI-Maoist)
2016;1;7;214;9;1;0;6;7;0;5;Donetsk Peoples Republic
2016;1;7;603;8;1;0;2;14;0;5;Irish National Liberation Army (INLA)
2016;1;8;123;11;1;0;6;15;0;5;Al-Qaida in the Islamic Maghreb (AQIM)
2016;1;8;60;10;1;0;2;1;0;5;Sinai Province of the Islamic State
2016;1;8;4;6;1;0;6;4;0;9;Khorasan Chapter of the Islamic State
2016;1;8;92;6;1;0;3;4;0;6;Communist Party of India - Maoist (CPI-Maoist)
2016;1;8;110;10;1;0;2;3;0;5;Islamic State of Iraq and the Levant (ISIL)
2016;1;8;113;10;1;0;3;21;0;6;Barqa Province of the Islamic State
2016;1;8;92;6;1;0;7;1;0;8;Maoists
2016;1;8;4;6;1;0;3;3;0;6;Taliban
2016;1;8;4;6;1;0;2;3;0;5;Taliban
2016;1;8;37;11;1;1;3;15;1;6;Boko Haram
2016;1;9;92;6;1;0;3;1;0;6;Achik Matgrik Army (AMA)
2016;1;9;153;6;1;0;3;4;0;6;Baloch Liberation Army (BLA)
2016;1;9;60;10;1;0;2;3;0;5;Sinai Province of the Islamic State
2016;1;9;41;11;1;0;6;14;0;5;Lords Resistance Army (LRA)
2016;1;9;41;11;1;0;6;14;0;5;Lords Resistance Army (LRA)
2016;1;9;95;10;1;0;6;14;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;7;95;10;0;0;9;4;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;9;95;10;1;0;6;14;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;9;155;10;0;0;2;4;0;9;Palestinian Extremists
2016;1;9;60;10;1;0;3;3;0;6;Sinai Province of the Islamic State
2016;1;9;60;10;1;0;3;3;0;6;Sinai Province of the Islamic State
2016;1;10;182;11;1;0;3;2;0;6;Al-Shabaab
2016;1;10;228;10;1;0;1;4;0;5;Adan-Abyan Province of the Islamic State
2016;1;10;113;10;0;0;2;1;0;5;Barqa Province of the Islamic State
2016;1;10;95;10;1;0;9;14;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;10;228;10;1;0;1;14;0;6;Houthi extremists (Ansar Allah)
2016;1;10;228;10;1;0;3;14;0;6;Houthi extremists (Ansar Allah)
2016;1;10;147;11;1;0;2;14;0;5;Boko Haram
2016;1;10;200;10;1;0;6;10;0;13;Al-Nusrah Front
2016;1;10;209;10;1;0;3;4;0;6;Kurdistan Workers Party (PKK)
2016;1;10;95;10;0;1;3;20;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;10;60;10;1;0;7;1;0;8;Sinai Province of the Islamic State
2016;1;10;92;6;0;0;3;20;0;6;Maoists
2016;1;10;38;1;1;0;2;1;0;5;Muslim extremists
2016;1;10;113;10;0;0;2;2;1;5;Misrata Brigades
2016;1;11;4;6;1;0;9;14;0;13;Taliban
2016;1;11;4;6;1;0;3;4;0;6;Taliban
2016;1;11;4;6;1;0;3;8;0;6;Taliban
2016;1;11;113;10;1;0;6;14;0;13;Tripoli Province of the Islamic State
2016;1;11;95;10;1;0;3;17;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;11;229;11;1;0;9;7;1;13;Allied Democratic Forces (ADF)
2016;1;11;95;10;1;0;6;14;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;11;155;10;0;0;2;4;0;9;Palestinian Extremists
2016;1;11;121;5;1;0;5;14;0;9;Jihadi-inspired extremists
2016;1;11;200;10;1;0;3;8;0;6;Muslim extremists
2016;1;11;69;8;1;0;2;8;0;9;Jihadi-inspired extremists
2016;1;11;153;6;1;0;2;3;0;5;Tehrik-i-Taliban Pakistan (TTP)
2016;1;11;4;6;0;1;3;20;0;6;Taliban
2016;1;11;95;10;1;1;5;1;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;11;95;10;1;1;3;1;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;11;95;10;1;1;3;1;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;11;95;10;1;0;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;11;95;10;1;0;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;11;95;10;1;0;3;14;0;6;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;3;14;0;6;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;3;14;0;6;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;3;14;0;6;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;3;14;0;6;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;3;14;0;6;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;3;14;0;6;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;11;95;10;1;0;7;1;0;8;Asaib Ahl al-Haqq
2016;1;12;209;10;1;1;3;18;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;12;153;6;1;0;2;1;0;5;Baloch Liberation Front (BLF)
2016;1;12;153;6;1;0;2;4;0;5;Baloch Republican Army (BRA)
2016;1;12;37;11;0;1;3;20;0;6;Boko Haram
2016;1;12;228;10;1;0;2;3;0;5;Al-Qaida in the Arabian Peninsula (AQAP)
2016;1;12;95;10;1;1;3;3;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;12;155;10;1;0;2;4;0;9;Palestinian Extremists
2016;1;12;4;6;1;0;2;4;0;5;Taliban
2016;1;12;95;10;1;0;7;15;0;8;Asaib Ahl al-Haqq
2016;1;12;95;10;1;0;7;15;0;8;Asaib Ahl al-Haqq
2016;1;12;95;10;1;0;7;15;0;8;Asaib Ahl al-Haqq
2016;1;12;95;10;1;0;7;15;0;8;Asaib Ahl al-Haqq
2016;1;12;95;10;1;0;7;15;0;8;Asaib Ahl al-Haqq
2016;1;12;95;10;1;0;7;15;0;8;Asaib Ahl al-Haqq
2016;1;12;95;10;1;0;7;15;0;8;Asaib Ahl al-Haqq
2016;1;12;95;10;1;0;2;14;0;5;Asaib Ahl al-Haqq
2016;1;12;95;10;1;0;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;12;95;10;0;1;3;20;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;12;92;6;1;0;7;1;0;8;Peoples Liberation Front of India
2016;1;12;92;6;1;0;7;1;0;8;Peoples Liberation Front of India
2016;1;13;4;6;1;1;3;7;0;6;Khorasan Chapter of the Islamic State
2016;1;13;153;6;1;1;3;2;0;6;Tehrik-i-Taliban Pakistan (TTP)
2016;1;13;153;6;1;0;2;10;0;6;Khorasan Chapter of the Islamic State
2016;1;14;182;11;1;0;2;4;0;5;Al-Shabaab
2016;1;13;113;10;1;0;3;14;0;6;Barqa Province of the Islamic State
2016;1;13;37;11;1;1;3;15;0;6;Boko Haram
2016;1;13;37;11;0;0;9;14;0;13;Boko Haram
2016;1;13;229;11;1;0;2;4;0;5;Allied Democratic Forces (ADF)
2016;1;13;229;11;1;0;2;7;0;5;Allied Democratic Forces (ADF)
2016;1;13;4;6;1;0;2;3;0;5;Taliban
2016;1;13;228;10;1;0;3;14;0;6;Houthi extremists (Ansar Allah)
2016;1;13;228;10;1;0;3;14;0;6;Houthi extremists (Ansar Allah)
2016;1;13;95;10;1;0;9;4;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;13;155;10;0;0;3;4;0;6;Al-Aqsa Martyrs Brigade
2016;1;13;92;6;1;0;6;19;1;5;Achik Songna Anpachakgipa Kotok (ASAK)
2016;1;13;92;6;1;0;3;14;0;6;Maoists
2016;1;13;4;6;1;0;6;17;0;5;Taliban
2016;1;13;4;6;1;0;3;3;0;6;Taliban
2016;1;13;95;10;1;0;3;3;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;14;93;5;1;1;3;1;0;6;Jamaah Ansharut Daulah
2016;1;14;93;5;1;1;3;3;0;6;Jamaah Ansharut Daulah
2016;1;14;93;5;1;0;3;3;0;6;Jamaah Ansharut Daulah
2016;1;14;60;10;1;0;2;4;0;5;Sinai Province of the Islamic State
2016;1;13;209;10;1;0;3;3;0;6;Kurdistan Workers Party (PKK)
2016;1;14;113;10;1;0;3;14;0;6;Barqa Province of the Islamic State
2016;1;14;113;10;1;0;6;1;0;5;Barqa Province of the Islamic State
2016;1;14;113;10;1;0;3;21;0;6;Barqa Province of the Islamic State
2016;1;14;160;5;1;0;3;21;1;6;Bangsamoro Islamic Freedom Movement (BIFM)
2016;1;14;113;10;1;0;6;3;0;13;Tripoli Province of the Islamic State
2016;1;14;113;10;1;0;6;3;0;13;Tripoli Province of the Islamic State
2016;1;14;113;10;1;0;6;3;0;13;Tripoli Province of the Islamic State
2016;1;14;113;10;1;0;6;3;0;13;Tripoli Province of the Islamic State
2016;1;14;95;10;1;1;3;2;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;14;95;10;0;1;1;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;14;95;10;1;0;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;14;155;10;1;0;2;4;0;8;Palestinian Extremists
2016;1;14;155;10;0;0;2;4;0;9;Palestinian Extremists
2016;1;14;153;6;1;0;3;2;0;6;Al-Qaida in the Indian Subcontinent
2016;1;14;92;6;1;0;7;6;0;13;Hindu Illaignar Sena
2016;1;14;92;6;1;0;2;14;0;5;Maoists
2016;1;14;195;11;1;0;6;14;0;5;Janjaweed
2016;1;14;4;6;1;0;3;3;0;6;Taliban
2016;1;14;160;5;1;0;2;4;0;5;New Peoples Army (NPA)
2016;1;14;110;10;1;0;3;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;15;33;11;1;0;5;1;0;6;Al-Qaida in the Islamic Maghreb (AQIM)
2016;1;15;33;11;1;0;3;1;0;6;Al-Qaida in the Islamic Maghreb (AQIM)
2016;1;15;33;11;1;0;6;14;0;13;Al-Qaida in the Islamic Maghreb (AQIM)
2016;1;15;182;11;1;1;6;4;0;6;Al-Shabaab
2016;1;15;113;10;1;0;3;14;0;6;Barqa Province of the Islamic State
2016;1;15;4;6;1;0;2;3;0;5;Taliban
2016;1;15;153;6;0;0;1;7;0;5;Khorasan Chapter of the Islamic State
2016;1;15;123;11;1;0;2;2;0;5;Muslim extremists
2016;1;15;92;6;1;0;3;19;1;6;Students Islamic Movement of India (SIMI)
2016;1;15;217;1;1;0;8;14;0;9;Anti-Muslim extremists
2016;1;15;147;11;1;0;3;4;0;6;Boko Haram
2016;1;14;147;11;1;0;3;21;0;6;Ijaw extremists
2016;1;15;92;6;1;0;6;14;1;5;Achik National Liberation Army (ANLA)
2016;1;15;95;10;1;0;6;14;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;95;10;1;0;6;1;0;5;Asaib Ahl al-Haqq
2016;1;15;92;6;0;0;2;3;0;5;Maoists
2016;1;15;147;11;1;0;3;21;0;6;Ijaw extremists
2016;1;15;92;6;1;0;6;2;0;9;Communist Party of India - Maoist (CPI-Maoist)
2016;1;15;228;10;1;0;3;21;1;6;Adan-Abyan Province of the Islamic State
2016;1;15;4;6;0;0;9;4;0;13;Taliban
2016;1;15;4;6;0;0;9;4;0;13;Taliban
2016;1;15;4;6;0;0;9;4;0;13;Taliban
2016;1;15;95;10;1;1;3;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;15;200;10;1;1;3;17;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;15;160;5;1;0;2;14;0;5;Maute Group
2016;1;15;4;6;1;0;1;3;0;13;Taliban
2016;1;15;4;6;1;0;1;3;0;13;Taliban
2016;1;15;4;6;1;0;1;3;0;13;Taliban
2016;1;11;200;10;1;0;6;14;0;13;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;33;11;1;0;2;1;0;5;Al-Qaida in the Islamic Maghreb (AQIM)
2016;1;16;200;10;1;1;6;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;14;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;200;10;1;1;6;4;0;6;Islamic State of Iraq and the Levant (ISIL)
2016;1;16;113;10;1;0;3;14;0;6;Barqa Province of the Islamic State
2016;1;15;113;10;1;0;9;14;0;13;Tripoli Province of the Islamic State
2016;1;16;113;10;1;0;6;14;0;12;Tripoli Province of the Islamic State
2016;1;15;4;6;0;0;2;4;0;5;Taliban
2016;1;15;4;6;0;0;2;4;0;5;Taliban
2016;1;16;4;6;0;0;2;3;0;5;Taliban
2016;1;16;146;11;1;0;3;4;0;6;Boko Haram
2016;1;16;160;5;0;0;3;20;0;6;Abu Sayyaf Group (ASG)
2016;1;16;92;6;1;0;3;3;1;6;Democratic Youth Federation of India (DYFI)
2016;1;16;92;6;1;0;3;3;1;6;Democratic Youth Federation of India (DYFI)
2016;1;16;147;11;1;0;3;21;0;6;Ijaw extremists
2016;1;16;45;3;1;0;6;14;0;13;National Liberation Army of Colombia (ELN)
2016;1;16;182;11;1;0;3;4;0;6;Al-Shabaab
2016;1;17;113;10;1;0;3;14;0;6;Barqa Province of the Islamic State
2016;1;17;160;5;1;0;3;4;0;6;Bangsamoro Islamic Freedom Movement (BIFM)
2016;1;17;113;10;1;0;3;4;0;6;Barqa Province of the Islamic State
2016;1;17;4;6;1;1;3;2;0;6;Khorasan Chapter of the Islamic State
2016;1;17;228;10;0;1;1;3;0;6;Al-Qaida in the Arabian Peninsula (AQAP)
2016;1;17;4;6;1;0;2;3;0;5;Taliban
2016;1;17;155;10;1;0;2;14;0;9;Palestinian Extremists
2016;1;17;155;10;0;0;2;4;0;9;Palestinian Extremists
2016;1;17;209;10;1;0;2;4;0;6;Kurdistan Workers Party (PKK)
2016;1;17;209;10;1;0;3;3;0;6;Kurdistan Workers Party (PKK)
2016;1;17;209;10;1;0;3;3;0;6;Kurdistan Workers Party (PKK)
