iyear;imonth;iday;country;region;success;suicide;attacktype1;targtype1;guncertain1;weaptype1;gname
2016;12;15;229;11;1;0;7;14;0;13;Lords Resistance Army (LRA)
2016;12;15;123;11;1;0;6;14;0;9;Al-Qaida
2016;12;16;95;10;1;0;9;14;0;13;Islamic State
2016;12;16;95;10;1;0;6;14;0;5;Islamic State
2016;12;16;200;10;1;0;6;19;0;5;Hezbollah
2016;12;16;95;10;0;1;3;14;0;6;Islamic State
2016;12;16;95;10;0;1;3;14;0;6;Islamic State
2016;12;16;95;10;0;1;3;14;0;6;Islamic State
2016;12;16;95;10;0;1;3;14;0;6;Islamic State
2016;12;16;95;10;0;1;3;14;0;6;Islamic State
2016;12;16;95;10;0;1;3;4;0;6;Islamic State
2016;12;16;95;10;0;1;3;4;0;6;Islamic State
2016;12;16;95;10;0;1;3;4;0;6;Islamic State
2016;12;16;182;11;1;0;7;20;0;13;Al-Shabaab
2016;12;17;92;6;1;0;2;4;0;5;Lashkar-e
2016;12;17;95;10;0;0;9;4;0;13;Islamic State
2016;12;17;182;11;1;0;3;4;1;6;Al-Shabaab
2016;12;17;182;11;1;0;2;4;0;6;Al-Shabaab
2016;12;17;182;11;1;0;2;14;0;5;Al-Shabaab
2016;12;17;182;11;1;0;2;14;0;5;Al-Shabaab
2016;12;18;102;10;1;0;2;3;0;5;Islamic State
2016;12;18;102;10;0;0;2;3;0;5;Islamic State
2016;12;18;102;10;1;0;5;18;0;6;Islamic State
2016;12;18;95;10;0;0;9;4;0;13;Islamic State
2016;12;18;95;10;1;0;3;14;0;6;Islamic State
2016;12;18;182;11;1;0;3;4;0;6;Al-Shabaab
2016;12;18;147;11;1;0;6;14;1;5;Boko Haram
2016;12;18;95;10;1;0;9;4;0;13;Islamic State
2016;12;19;200;10;1;0;3;4;0;6;Islamic State
2016;12;19;95;10;1;0;3;14;0;6;Islamic State
2016;12;19;95;10;1;0;3;14;0;6;Islamic State
2016;12;19;95;10;1;1;3;14;0;6;Islamic State
2016;12;18;95;10;1;0;3;14;0;6;Islamic State
2016;12;19;95;10;1;0;3;4;0;6;Islamic State
2016;12;19;200;10;1;1;3;4;0;6;Islamic State
2016;12;20;95;10;0;1;3;20;0;6;Islamic State
2016;12;20;182;11;1;0;1;2;0;5;Al-Shabaab
2016;12;21;95;10;1;0;3;14;0;6;Islamic State
2016;12;21;182;11;1;0;6;4;0;13;Al-Shabaab
2016;12;21;95;10;1;0;6;14;0;13;Islamic State
2016;12;21;95;10;1;1;3;4;0;6;Islamic State
2016;12;21;200;10;1;1;3;4;0;6;Islamic State
2016;12;21;95;10;1;1;3;13;0;6;Islamic State
2016;12;21;182;11;1;0;9;4;0;13;Al-Shabaab
2016;12;21;200;10;1;0;9;17;0;13;Islamic State
2016;12;22;182;11;1;0;3;3;0;6;Al-Shabaab
2016;12;22;95;10;1;1;3;14;0;6;Islamic State
2016;12;22;95;10;1;0;3;2;0;6;Islamic State
2016;12;22;95;10;0;1;3;4;0;6;Islamic State
2016;12;22;95;10;0;1;3;4;0;6;Islamic State
2016;12;22;95;10;0;1;3;4;0;6;Islamic State
2016;12;22;95;10;0;1;3;4;0;6;Islamic State
2016;12;23;182;11;1;0;2;19;0;5;Al-Shabaab
2016;12;23;104;11;1;0;2;3;0;9;Al-Shabaab
2016;12;22;182;11;1;0;6;2;0;13;Al-Shabaab
2016;12;23;104;11;1;0;3;1;0;6;Al-Shabaab
2016;12;24;123;11;1;0;6;12;0;13;Al-Qaida
2016;12;24;182;11;1;0;2;2;0;5;Al-Shabaab
2016;12;24;95;10;1;0;3;14;0;6;Islamic State
2016;12;24;95;10;1;0;3;3;0;6;Islamic State
2016;12;25;37;11;1;1;3;14;0;6;Boko Haram
2016;12;25;37;11;1;1;3;14;0;6;Boko Haram
2016;12;25;37;11;1;0;2;14;0;5;Boko Haram
2016;12;25;37;11;1;0;2;14;0;5;Boko Haram
2016;12;25;37;11;1;0;2;14;0;5;Boko Haram
2016;12;25;228;10;0;0;1;2;0;13;Al-Qaida
2016;12;25;228;10;1;0;9;14;0;13;Al-Qaida
2016;12;25;182;11;1;0;6;14;0;13;Al-Shabaab
2016;12;25;182;11;1;0;1;4;0;5;Al-Shabaab
2016;12;25;95;10;0;1;3;14;0;6;Islamic State
2016;12;25;95;10;1;0;3;3;0;6;Islamic State
2016;12;25;95;10;1;0;3;14;1;6;Islamic State
2016;12;25;95;10;1;0;3;14;1;6;Islamic State
2016;12;25;95;10;0;1;3;14;0;6;Islamic State
2016;12;25;95;10;0;1;3;14;0;6;Islamic State
2016;12;25;95;10;0;1;3;3;0;6;Islamic State
2016;12;25;95;10;1;0;3;1;0;6;Islamic State
2016;12;25;182;11;1;0;2;4;0;5;Al-Shabaab
2016;12;26;95;10;0;1;3;20;0;6;Islamic State
2016;12;26;147;11;1;1;3;14;0;6;Boko Haram
2016;12;27;182;11;1;0;6;4;0;13;Al-Shabaab
2016;12;28;200;10;0;0;3;20;0;6;Islamic State
2016;12;28;182;11;1;1;3;1;0;6;Al-Shabaab
2016;12;28;182;11;1;0;1;2;0;5;Al-Shabaab
2016;12;28;95;10;0;1;3;14;0;6;Islamic State
2016;12;28;95;10;0;1;3;4;0;6;Islamic State
2016;12;28;95;10;1;0;9;14;0;13;Islamic State
2016;12;28;95;10;1;0;3;3;0;6;Islamic State
2016;12;28;95;10;1;0;3;4;0;6;Islamic State
2016;12;29;182;11;1;0;2;4;0;6;Al-Shabaab
2016;12;29;95;10;1;0;6;4;0;13;Islamic State
2016;12;29;95;10;1;0;3;14;0;6;Islamic State
2016;12;29;95;10;0;1;3;4;0;6;Islamic State
2016;12;29;95;10;1;0;6;14;0;13;Islamic State
2016;12;29;147;11;1;0;6;14;1;5;Boko Haram
2016;12;29;147;11;1;0;6;14;1;5;Boko Haram
2016;12;29;200;10;1;0;3;14;0;6;Islamic State
2016;12;30;182;11;0;0;1;2;0;6;Al-Shabaab
2016;12;30;147;11;1;0;2;4;0;5;Boko Haram
2016;12;30;95;10;0;0;9;4;0;13;Islamic State
2016;12;30;95;10;0;0;9;14;0;13;Islamic State
2016;12;30;95;10;0;0;9;14;0;13;Islamic State
2016;12;30;147;11;1;0;6;14;1;5;Boko Haram
2016;12;30;147;11;1;0;6;14;1;5;Boko Haram
2016;12;31;147;11;1;1;3;14;0;6;Boko Haram
2016;12;31;95;10;1;0;9;4;0;13;Islamic State
2016;12;31;95;10;1;1;3;14;0;6;Islamic State
2016;12;31;95;10;1;1;3;14;0;6;Islamic State
2016;12;31;95;10;0;1;3;4;0;6;Islamic State
2016;12;31;146;11;1;0;9;4;0;13;Boko Haram
2016;12;31;229;11;1;0;6;14;0;13;Lords Resistance Army (LRA)
