iyear;imonth;iday;country;region;success;suicide;attacktype1;targtype1;guncertain1;weaptype1;gname
2000;5;1;94;10;1;0;3;14;0;6;Mujahedin-e Khalq (MEK)
2000;5;1;167;9;1;0;2;4;0;5;Chechen Rebels
2000;5;1;177;11;1;0;6;7;0;13;Revolutionary United Front (RUF)
2000;5;1;195;11;1;0;3;21;1;6;Beja Congress
2000;5;2;160;5;1;0;3;21;0;6;Moro Islamic Liberation Front (MILF)
2000;5;2;160;5;1;0;3;8;0;6;Moro Islamic Liberation Front (MILF)
2000;5;2;160;5;1;0;3;1;0;6;Moro Islamic Liberation Front (MILF)
2000;5;2;603;8;0;0;2;14;1;9;Irish Republican Army (IRA)
2000;5;1;92;6;1;0;2;14;0;5;National Liberation Front of Tripura (NLFT)
2000;5;3;160;5;1;1;3;2;1;6;Moro Islamic Liberation Front (MILF)
2000;5;3;160;5;1;0;3;11;1;6;Moro Islamic Liberation Front (MILF)
2000;5;3;160;5;1;0;3;14;1;6;Moro Islamic Liberation Front (MILF)
2000;5;3;6;10;1;0;2;1;0;5;Islamist extremists
2000;5;3;95;10;1;0;2;2;0;5;Kurdistan Workers Party (PKK)
2000;5;3;8;11;1;0;2;7;1;5;National Union for the Total Independence of Angola (UNITA)
2000;5;3;160;5;1;0;6;14;0;13;Moro Islamic Liberation Front (MILF)
2000;5;4;97;10;1;0;3;14;0;6;Hezbollah
2000;5;4;209;10;1;0;1;2;1;5;Turkish Hezbollah
2000;5;6;160;5;1;0;3;14;1;6;Moro Islamic Liberation Front (MILF)
2000;5;6;1003;9;1;0;3;15;1;6;Albanian extremists
2000;5;7;185;8;1;0;1;10;0;5;Basque Fatherland and Freedom (ETA)
2000;5;7;217;1;1;0;7;1;0;8;Revenge of the Trees
2000;5;7;45;3;1;0;6;11;0;5;Gunmen
2000;5;8;185;8;1;0;3;1;1;6;First of October Antifascist Resistance Group (GRAPO)
2000;5;8;92;6;1;0;7;15;0;11;Vishwa Hindu Parishad (VHP)
2000;5;8;167;9;1;0;3;4;0;6;Chechen Rebels
2000;5;8;177;11;1;0;2;7;1;5;Revolutionary United Front (RUF)
2000;5;9;177;11;1;0;6;12;1;13;Revolutionary United Front (RUF)
2000;5;10;186;6;0;1;3;4;0;6;Liberation Tigers of Tamil Eelam (LTTE)
2000;5;11;167;9;1;0;9;4;0;13;Chechen Rebels
2000;5;12;110;10;1;0;3;17;0;6;Hezbollah
2000;5;12;167;9;1;0;3;19;0;6;Chechen Rebels
2000;5;12;167;9;1;0;3;10;0;6;Chechen Rebels
2000;5;13;94;10;1;0;3;3;0;6;Mujahedin-e Khalq (MEK)
2000;5;13;235;9;1;0;1;2;1;5;Otpor
2000;5;13;167;9;0;0;3;14;0;6;Chechen Rebels
2000;5;14;6;10;1;0;2;1;0;5;Islamist extremists
2000;5;15;45;3;1;0;3;14;1;6;Revolutionary Armed Forces of Colombia (FARC)
2000;5;15;92;6;1;0;1;2;0;6;Hizbul Mujahideen (HM)
2000;5;15;186;6;1;0;1;2;1;5;Liberation Tigers of Tamil Eelam (LTTE)
2000;5;15;92;6;1;0;1;2;0;6;Hizbul Mujahideen (HM)
2000;5;15;186;6;1;0;3;14;0;6;Liberation Tigers of Tamil Eelam (LTTE)
2000;5;16;160;5;1;0;9;14;0;13;Moro Islamic Liberation Front (MILF)
2000;5;16;104;11;1;0;2;2;0;5;Borana bandits
2000;5;16;160;5;1;0;9;14;0;13;Moro Islamic Liberation Front (MILF)
2000;5;17;95;10;1;0;3;2;0;6;Supreme Council for Islamic Revolution in Iraq (SCIRI)
2000;5;17;186;6;1;0;3;6;0;6;Liberation Tigers of Tamil Eelam (LTTE)
2000;5;17;186;6;1;0;3;14;1;6;Liberation Tigers of Tamil Eelam (LTTE)
2000;5;17;186;6;1;0;3;3;1;6;Liberation Tigers of Tamil Eelam (LTTE)
2000;5;18;153;6;1;0;1;14;0;5;Gunmen
2000;5;19;158;3;0;0;7;2;0;6;Supporters of General Lino Oviedo
2000;5;20;1003;9;1;0;3;14;0;6;Albanian extremists
2000;5;20;160;5;0;0;3;14;1;6;Moro Islamic Liberation Front (MILF)
2000;5;20;202;7;1;0;1;10;0;5;Gunmen
2000;5;21;160;5;1;0;3;14;1;6;Muslim extremists
2000;5;21;603;8;1;0;3;1;1;6;Animal Liberation Front (ALF)
2000;5;21;155;10;1;0;2;14;1;8;Palestinian Extremists
2000;5;21;34;11;1;0;2;14;0;5;Hutu extremists
2000;5;21;160;5;1;0;3;16;1;6;Moro Islamic Liberation Front (MILF)
2000;5;21;160;5;1;0;3;15;1;6;Moro Islamic Liberation Front (MILF)
2000;5;21;92;6;1;0;2;14;0;5;National Liberation Front of Tripura (NLFT)
2000;5;20;92;6;0;0;3;2;1;6;Peoples Liberation Army (India)
2000;5;22;183;11;0;0;3;14;1;6;People Against Gangsterism and Drugs (PAGAD)
2000;5;23;160;5;1;0;1;2;1;5;New Peoples Army (NPA)
2000;5;23;186;6;0;1;1;2;0;6;Liberation Tigers of Tamil Eelam (LTTE)
2000;5;24;177;11;1;0;2;10;0;5;Revolutionary United Front (RUF)
2000;5;24;160;5;1;0;3;14;1;6;Moro Islamic Liberation Front (MILF)
2000;5;24;186;6;1;0;3;7;0;6;National Front Against Tigers (NFAT)
2000;5;24;8;11;1;0;6;1;1;13;Front for the Liberation of the Enclave of Cabinda (FLEC)
2000;5;24;168;11;1;0;9;14;0;13;Hutu extremists
2000;5;25;160;5;1;0;3;14;1;6;Abu Sayyaf Group (ASG)
2000;5;25;160;5;1;0;3;3;1;6;Abu Sayyaf Group (ASG)
2000;5;26;160;5;1;0;3;1;1;6;Moro Islamic Liberation Front (MILF)
2000;5;27;167;9;1;0;2;3;0;5;Chechen Rebels
2000;5;27;160;5;1;0;2;14;0;5;Moro Islamic Liberation Front (MILF)
2000;5;27;160;5;1;0;2;14;0;5;Moro Islamic Liberation Front (MILF)
2000;5;27;160;5;1;0;6;14;0;5;Moro Islamic Liberation Front (MILF)
2000;5;27;93;5;1;0;6;4;1;9;Free Aceh Movement (GAM)
2000;5;27;217;1;1;0;7;5;0;8;Anti-Abortion extremists
2000;5;27;217;1;0;0;7;1;0;8;Environmentalists
2000;5;28;160;5;1;0;2;14;0;5;Moro Islamic Liberation Front (MILF)
2000;5;28;167;9;1;0;3;4;0;6;Chechen Rebels
2000;5;29;167;9;1;0;2;4;0;5;Chechen Rebels
2000;5;29;160;5;1;0;2;4;1;5;Abu Sayyaf Group (ASG)
2000;5;29;6;10;1;0;3;19;0;6;Algerian Islamic Extremists
2000;5;30;167;9;0;0;3;2;1;6;Chechen Rebels
2000;5;30;186;6;1;0;3;3;0;6;Liberation Tigers of Tamil Eelam (LTTE)
2000;5;30;177;11;1;0;7;4;0;5;Revolutionary United Front (RUF)
2000;5;31;167;9;1;0;3;4;1;6;Chechen Rebels
2000;5;31;235;9;1;0;1;2;0;5;Gunmen
2000;6;0;177;11;1;0;9;14;0;13;Revolutionary United Front (RUF)
