iyear;imonth;iday;country;region;success;suicide;attacktype1;targtype1;targsubtype1;natlty1;guncertain1;weaptype1;individual;ransom;gname
1970;2;20;217;1;1;0;3;8;49;217;0;6;0;0;Student Radicals
1970;2;21;362;8;1;0;3;6;42;15;0;6;0;0;Popular Front for the Liberation of Palestine Gen Cmd (PFLP-GC)
1970;2;21;199;8;1;0;3;6;42;199;0;6;0;0;Popular Front for the Liberation of Palestine Gen Cmd (PFLP-GC)
1970;2;21;217;1;0;0;7;3;22;217;1;8;0;0;Left-Wing Militants
1970;2;21;217;1;1;0;7;4;28;217;1;8;0;0;Left-Wing Militants
1970;2;21;217;1;1;0;3;14;68;217;0;6;0;0;Weather Underground Weathermen
1970;2;21;217;1;1;0;7;14;68;217;0;8;0;0;Black Nationalists
1970;2;22;217;1;1;0;7;8;49;217;0;8;0;0;White extremists
1970;2;22;217;1;0;0;3;21;107;217;0;6;0;0;New Years Gang
1970;2;23;217;1;1;0;3;21;107;217;0;6;0;0;Strikers
1970;2;23;217;1;1;0;3;21;107;217;0;6;0;0;Strikers
1970;2;23;217;1;1;0;3;21;107;217;0;6;0;0;Strikers
1970;2;23;217;1;1;0;3;21;107;217;0;6;0;0;Strikers
1970;2;23;217;1;1;0;3;4;27;217;0;6;0;0;Left-Wing Militants
1970;2;24;217;1;1;0;3;14;68;217;0;6;0;0;White extremists
1970;2;24;217;1;1;0;7;4;28;217;0;8;0;0;Student Radicals
1970;2;27;217;1;1;0;3;8;49;217;0;6;0;0;Student Radicals
1970;3;1;98;8;0;0;3;6;42;65;0;6;0;0;Eritrean Liberation Front
1970;3;1;217;1;1;0;3;4;28;217;0;6;0;0;Student Radicals
1970;3;1;217;1;1;0;7;4;27;217;0;8;0;0;Left-Wing Militants
1970;3;1;217;1;1;0;7;3;23;217;0;8;0;0;Student Radicals
1970;3;1;217;1;1;0;3;3;23;217;0;6;0;0;Left-Wing Militants
1970;3;2;217;1;1;0;7;14;68;217;0;8;0;0;Black Nationalists
1970;3;3;185;8;0;0;6;2;15;185;0;13;0;1;1st of May Group
1970;3;3;217;1;1;0;3;14;73;0;0;6;0;0;Left-Wing Militants
1970;3;3;217;1;1;0;3;2;21;217;0;6;0;0;Student Radicals
1970;3;4;217;1;0;0;3;4;27;217;0;6;0;0;Left-Wing Militants
1970;3;4;217;1;1;0;3;14;73;0;0;6;0;0;Left-Wing Militants
1970;3;5;217;1;1;0;3;2;21;217;0;6;0;0;Left-Wing Militants
1970;3;5;217;1;1;0;3;14;73;0;0;6;0;0;Left-Wing Militants
1970;3;5;217;1;1;0;1;4;34;217;1;5;0;0;Armed Commandos of Liberation
1970;3;6;83;2;1;0;6;7;45;217;0;5;0;1;Rebel Armed Forces of Guatemala (FAR)
1970;3;6;217;1;0;0;3;3;22;217;1;6;0;0;Weather Underground Weathermen
1970;3;6;217;1;0;0;3;3;25;217;1;6;0;0;Weather Underground Weathermen
1970;3;9;217;1;1;0;7;14;69;217;0;2;0;0;Ku Klux Klan
1970;3;9;217;1;1;0;7;15;86;217;0;8;0;0;White extremists
1970;3;9;217;1;0;0;3;4;28;217;0;6;0;0;White extremists
1970;3;9;217;1;0;0;3;20;0;217;1;6;0;0;Black Nationalists
1970;3;10;217;1;1;0;3;2;14;217;1;6;0;0;Left-Wing Militants
1970;3;10;217;1;0;0;7;1;0;217;0;8;0;0;Student Radicals
1970;3;11;30;3;1;0;6;7;45;101;0;13;0;1;Popular Revolutionary Vanguard (VPR)
1970;3;11;217;1;1;0;7;4;28;217;0;8;0;0;Student Radicals
1970;3;12;217;1;1;0;3;1;7;217;0;6;0;0;Revolutionary Force 9
1970;3;12;217;1;1;0;3;1;4;217;0;6;0;0;Revolutionary Force 9
1970;3;12;217;1;1;0;3;3;23;217;1;6;0;0;Black Nationalists
1970;3;12;217;1;1;0;3;3;23;217;1;6;0;0;Black Nationalists
1970;3;12;217;1;1;0;3;1;1;217;0;6;0;0;Revolutionary Force 9
1970;3;13;217;1;1;0;7;4;28;217;0;8;0;0;Student Radicals
1970;3;13;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;3;14;65;11;1;0;6;10;53;422;0;13;0;1;Eritrean Liberation Front
1970;3;14;217;1;0;0;3;4;27;217;0;6;0;0;Left-Wing Militants
1970;3;14;217;1;1;0;4;4;32;217;0;7;0;0;Left-Wing Militants
1970;3;15;217;1;1;0;3;1;7;217;0;6;0;0;Puerto Rican Nationalists
1970;3;16;217;1;1;0;7;2;15;217;0;8;0;0;White extremists
1970;3;17;217;1;1;0;3;8;49;217;1;6;0;0;Chicano Liberation Front
1970;3;20;217;1;0;0;3;4;28;217;0;8;0;0;White extremists
1970;3;20;217;1;1;0;1;14;68;217;0;5;0;0;White extremists
1970;3;21;217;1;0;0;3;2;17;217;0;6;0;0;Left-Wing Militants
1970;3;21;217;1;1;0;7;1;7;217;0;8;0;0;Puerto Rican Resistance Movement
1970;3;21;217;1;1;0;7;1;7;217;0;8;0;0;Puerto Rican Resistance Movement
1970;3;22;217;1;1;0;3;1;3;217;0;6;0;0;Black Panthers
1970;3;22;217;1;0;0;3;1;3;217;0;6;0;0;Black Panthers
1970;3;22;217;1;1;0;3;1;11;217;1;6;0;0;Black Panthers
1970;3;23;217;1;1;0;3;14;82;217;1;6;0;0;Strikers
1970;3;24;58;2;1;0;6;4;34;217;0;13;0;1;Dominican Popular Movement (MPD)
1970;3;24;11;3;1;0;6;7;45;158;0;13;0;1;Argentine Liberation Front (FAL)
1970;3;24;217;1;1;0;3;14;81;217;0;6;0;0;White extremists
1970;3;24;217;1;1;0;3;3;25;217;1;6;0;0;Black Nationalists
1970;3;27;217;1;1;0;3;3;25;217;0;6;0;0;Black Nationalists
1970;3;29;11;3;1;0;6;7;45;359;0;13;0;1;Argentine National Organization Movement (MANO)
1970;3;29;110;10;1;0;3;7;46;217;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
1970;3;30;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;3;30;217;1;1;0;7;4;27;217;0;8;0;0;Left-Wing Militants
1970;3;31;83;2;1;0;6;7;45;75;0;13;0;1;Rebel Armed Forces of Guatemala (FAR)
1970;3;31;101;4;1;0;4;6;42;101;0;6;0;0;Japanese Red Army (JRA)
1970;3;31;217;1;0;0;3;2;18;217;0;6;0;0;Left-Wing Militants
1970;3;31;217;1;1;0;3;8;49;217;0;6;0;0;Student Radicals
1970;4;0;65;11;1;0;6;7;45;217;0;13;0;0;Eritrean Liberation Front
1970;4;1;217;1;1;0;3;8;49;217;0;6;0;0;Student Radicals
1970;4;1;217;1;1;0;7;8;49;217;0;8;0;0;White extremists
1970;4;1;217;1;1;0;7;4;28;217;0;8;0;0;Student Radicals
1970;4;2;160;5;1;0;9;4;34;217;0;13;0;0;New Peoples Army (NPA)
1970;4;2;217;1;0;0;3;1;3;217;0;6;0;0;Left-Wing Militants
1970;4;3;96;8;1;0;2;1;3;96;0;5;0;0;Saor Eire (Irish Republican Group)
1970;4;4;217;1;0;0;3;1;3;163;0;6;0;0;Left-Wing Militants
1970;4;4;217;1;0;0;3;14;79;217;0;6;0;0;Left-Wing Militants
1970;4;4;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;5;30;3;0;0;6;7;45;217;0;13;0;0;Popular Revolutionary Vanguard (VPR)
1970;4;5;11;3;1;0;2;4;27;11;0;5;0;0;Argentine Liberation Front (FAL)
1970;4;5;217;1;1;0;3;21;107;217;0;6;0;0;Strikers
1970;4;5;217;1;1;0;7;1;5;217;0;8;0;0;Strikers
1970;4;5;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;8;217;1;1;0;3;14;67;217;0;6;0;0;Strikers
1970;4;8;217;1;1;0;7;8;49;217;1;8;0;0;Chicano Liberation Front
1970;4;11;217;1;1;0;3;4;27;217;0;6;0;0;Left-Wing Militants
1970;4;11;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;13;217;1;1;0;3;21;107;217;0;6;0;0;New World Liberation Front (NWLF)
1970;4;14;217;1;1;0;3;1;5;217;0;6;0;0;Strikers
1970;4;14;217;1;0;0;3;8;49;217;0;6;0;0;Student Radicals
1970;4;15;102;10;1;0;3;7;46;217;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
1970;4;15;217;1;1;0;7;14;84;217;0;8;0;0;Cuban Exiles
1970;4;15;217;1;1;0;7;8;49;217;1;8;0;0;Chicano Liberation Front
1970;4;15;217;1;1;0;7;8;49;217;1;8;0;0;Chicano Liberation Front
1970;4;16;217;1;1;0;3;1;5;217;0;6;0;0;Strikers
1970;4;17;217;1;1;0;2;3;23;217;1;5;0;0;Black Panthers
1970;4;19;217;1;1;0;3;15;86;217;0;6;0;0;White extremists
1970;4;19;217;1;1;0;3;1;0;217;0;6;0;0;White extremists
1970;4;19;217;1;1;0;3;1;2;217;0;6;0;0;White extremists
1970;4;19;217;1;1;0;3;2;15;217;0;6;0;0;White extremists
1970;4;19;217;1;0;0;3;3;23;217;0;6;0;0;Black Nationalists
1970;4;20;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;21;217;1;1;0;7;1;3;217;0;8;0;0;Left-Wing Militants
1970;4;22;217;1;1;0;3;1;5;217;0;6;0;0;Strikers
1970;4;22;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;22;217;1;0;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;22;217;1;1;0;7;2;21;217;0;8;0;0;Student Radicals
1970;4;22;217;1;0;0;7;3;22;217;1;8;0;0;Student Radicals
1970;4;22;217;1;1;0;7;8;49;217;0;8;0;0;Left-Wing Militants
1970;4;23;217;1;0;0;3;4;27;217;0;6;0;0;Armed Commandos of Liberation
1970;4;23;217;1;0;0;3;16;90;217;0;6;0;0;Armed Commandos of Liberation
1970;4;23;217;1;0;0;3;16;90;217;0;6;0;0;Armed Commandos of Liberation
1970;4;23;217;1;0;0;3;3;22;163;0;6;0;0;Armed Commandos of Liberation
1970;4;24;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;24;217;1;1;0;2;3;25;217;0;5;0;0;Black Panthers
1970;4;24;217;1;1;0;3;4;28;217;0;6;0;0;Left-Wing Militants
1970;4;24;217;1;0;0;1;7;45;44;0;5;0;0;The World United Formosans for Independence (WUFI)
1970;4;25;209;10;1;0;3;6;43;97;0;6;0;0;Palestinians
1970;4;25;217;1;1;0;7;8;49;217;0;8;0;0;Left-Wing Militants
1970;4;25;217;1;1;0;3;1;3;217;0;6;0;0;Left-Wing Militants
1970;4;25;217;1;1;0;3;1;3;217;0;6;0;0;Left-Wing Militants
1970;4;25;217;1;1;0;3;1;3;217;0;6;0;0;Left-Wing Militants
1970;4;26;217;1;1;0;3;2;21;217;1;6;0;0;Black Nationalists
1970;4;26;217;1;1;0;3;9;52;217;1;6;0;0;Black Nationalists
1970;4;26;217;1;1;0;3;2;21;217;0;6;0;0;Left-Wing Militants
1970;4;27;217;1;1;0;3;1;0;217;1;6;0;0;Black Nationalists
1970;4;27;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;27;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;4;27;217;1;0;0;3;8;49;217;0;6;0;0;Student Radicals
1970;4;27;217;1;0;0;7;14;68;217;0;8;0;0;Left-Wing Militants
1970;4;28;362;8;1;0;7;1;3;75;0;8;0;0;Extraparliamentary Opposition (APO)
1970;4;29;217;1;0;0;3;3;22;217;1;6;0;0;Black Nationalists
1970;4;30;217;1;0;0;3;1;11;217;1;6;0;0;Black Nationalists
1970;5;0;217;1;1;0;7;15;86;217;0;8;0;0;Black Nationalists
1970;5;0;217;1;1;0;3;1;2;217;0;6;0;0;Puerto Rican Nationalists
1970;5;1;217;1;1;0;7;4;28;217;0;8;0;0;Left-Wing Militants
1970;5;1;217;1;1;0;3;4;28;217;0;6;0;0;Student Radicals
1970;5;1;217;1;1;0;3;8;49;217;0;6;0;0;Student Radicals
1970;5;1;217;1;1;0;3;1;11;217;1;6;0;0;Armed Revolutionary Independence Movement (MIRA)
1970;5;1;217;1;1;0;3;1;11;217;1;6;0;0;Armed Revolutionary Independence Movement (MIRA)
1970;5;1;217;1;1;0;7;1;7;217;0;8;0;0;Revolutionary Force 26
1970;5;1;217;1;1;0;7;1;7;217;0;8;0;0;Revolutionary Force 26
1970;5;4;158;3;1;0;1;7;45;97;0;5;0;0;Palestinians
1970;5;4;217;1;1;0;7;2;15;217;0;8;0;0;Strikers
1970;5;4;217;1;1;0;3;4;28;217;0;6;0;0;Student Radicals
1970;5;4;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;5;4;217;1;1;0;7;4;35;217;0;8;0;0;Left-Wing Militants
1970;5;5;499;9;1;0;7;7;46;217;0;8;0;0;Extraparliamentary Opposition (APO)
1970;5;5;217;1;1;0;7;4;27;217;0;8;0;0;Left-Wing Militants
1970;5;5;217;1;1;0;3;8;49;217;0;6;0;0;Black Afro Militant Movement
1970;5;5;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;5;6;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;5;6;217;1;1;0;3;4;27;217;0;6;0;0;Left-Wing Militants
1970;5;6;217;1;1;0;7;4;27;217;0;8;0;0;Left-Wing Militants
1970;5;6;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;5;6;217;1;0;0;7;4;27;217;0;8;0;0;Left-Wing Militants
1970;5;6;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;5;6;217;1;1;0;7;15;0;217;0;8;0;0;Black Nationalists
1970;5;8;217;1;1;0;7;4;27;217;0;8;0;0;Left-Wing Militants
1970;5;9;217;1;1;0;7;8;49;217;1;8;0;0;Stop the War Coalition
1970;5;9;217;1;1;0;3;2;21;217;0;6;0;0;Left-Wing Militants
1970;5;9;217;1;1;0;2;3;25;217;0;5;0;0;Black Nationalists
1970;5;10;499;9;1;0;7;1;4;217;0;8;0;0;Extraparliamentary Opposition (APO)
1970;5;10;217;1;1;0;3;12;61;217;0;6;0;0;Weather Underground Weathermen
1970;5;12;199;8;1;0;3;6;42;185;0;6;0;0;1st of May Group
1970;5;12;217;1;1;0;3;16;88;217;0;6;0;0;Ku Klux Klan
1970;5;12;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;5;13;217;1;1;0;3;3;22;217;1;6;0;0;Black Panthers
1970;5;13;217;1;1;0;3;4;27;217;0;6;0;0;Left-Wing Militants
1970;5;13;217;1;1;0;7;14;68;217;0;8;0;0;Black Nationalists
1970;5;13;217;1;1;0;7;1;7;217;0;8;0;0;Black Afro Militant Movement
1970;5;14;217;1;1;0;7;4;27;217;0;8;0;0;Left-Wing Militants
1970;5;14;217;1;1;0;3;8;49;217;0;6;0;0;Student Radicals
1970;5;14;217;1;0;0;3;8;49;217;0;6;0;0;Student Radicals
1970;5;14;217;1;0;0;7;1;9;217;0;8;0;0;Black Nationalists
1970;5;15;218;3;1;0;1;4;34;217;0;5;0;0;Tupamaros (Uruguay)
1970;5;15;217;1;0;0;3;1;0;217;0;6;0;0;Black Nationalists
1970;5;16;217;1;0;0;3;4;28;217;0;6;0;0;Cuban Action
1970;5;19;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;5;20;217;1;0;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;5;20;217;1;1;0;7;8;49;217;0;8;0;0;Black Afro Militant Movement
1970;5;21;217;1;1;0;3;14;77;217;0;6;0;0;Strikers
1970;5;22;217;1;1;0;8;17;93;155;0;9;0;0;Jewish Defense League (JDL)
1970;5;22;217;1;1;0;2;3;25;217;0;5;0;0;Black Nationalists
1970;5;22;217;1;1;0;3;3;22;217;1;6;0;0;Black Panthers
1970;5;25;217;1;1;0;7;1;5;217;0;8;0;0;Black Nationalists
1970;5;26;217;1;1;0;7;1;5;217;0;8;0;0;Black Nationalists
1970;5;26;217;1;1;0;7;1;5;217;0;8;0;0;Black Nationalists
1970;5;27;217;1;1;0;3;2;21;217;0;6;0;0;Left-Wing Militants
1970;5;27;217;1;1;0;7;15;86;217;0;8;0;0;Black Nationalists
1970;5;27;217;1;1;0;7;15;86;217;0;8;0;0;Black Nationalists
1970;5;28;217;1;1;0;2;3;25;217;0;5;0;0;Black Panthers
1970;5;28;217;1;0;0;3;2;21;217;0;6;0;0;Left-Wing Militants
1970;5;28;217;1;1;0;3;8;49;217;0;6;0;0;Student Radicals
1970;5;28;217;1;1;0;7;8;49;217;0;8;0;0;Right-wing extremists
1970;5;29;11;3;1;0;6;2;18;11;0;13;0;0;Montoneros (Argentina)
1970;5;29;218;3;1;0;2;4;28;218;0;5;0;0;Tupamaros (Uruguay)
1970;5;29;217;1;0;0;3;14;77;217;1;6;0;0;Black Nationalists
1970;5;29;217;1;1;0;7;4;32;217;0;11;0;0;Left-Wing Militants
1970;5;30;217;1;1;0;3;1;12;217;0;6;0;0;Left-Wing Militants
1970;6;1;11;3;1;0;1;2;18;11;0;5;0;0;Montoneros (Argentina)
1970;6;3;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;6;4;217;1;1;0;3;3;23;217;1;6;0;0;Black Nationalists
1970;6;5;217;1;1;0;3;4;28;217;0;6;0;0;Student Radicals
1970;6;6;160;5;1;0;3;7;46;217;0;6;0;0;Kabataang Makabayan (KM)
1970;6;6;362;8;1;0;2;1;4;217;0;5;0;0;Extraparliamentary Opposition (APO)
1970;6;6;362;8;1;0;2;2;14;75;0;5;0;0;Extraparliamentary Opposition (APO)
1970;6;6;217;1;0;0;3;3;23;217;1;6;0;0;Black Nationalists
1970;6;7;102;10;1;0;6;7;45;217;0;13;0;1;Popular Front for the Liberation of Palestine (PFLP)
1970;6;7;217;1;1;0;3;3;23;217;1;6;0;0;Black Nationalists
1970;6;8;217;1;1;0;3;2;15;217;0;6;0;0;Weather Underground Weathermen
1970;6;8;217;1;1;0;3;4;35;217;0;6;0;0;Left-Wing Militants
1970;6;9;222;3;1;0;6;1;9;222;0;13;0;1;Armed Forces of National Liberation- Venezuela (FALN)
1970;6;9;94;10;1;0;3;6;43;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
1970;6;9;217;1;1;0;3;3;22;217;0;6;0;0;Weather Underground Weathermen
1970;6;9;102;10;1;0;5;1;8;999;0;5;0;0;Popular Front for the Liberation of Palestine (PFLP)
1970;6;9;102;10;1;0;5;1;8;999;0;5;0;0;Popular Front for the Liberation of Palestine (PFLP)
1970;6;9;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;6;9;217;1;0;0;1;14;71;217;0;5;0;0;Black Nationalists
1970;6;10;102;10;1;0;1;4;34;217;0;13;0;0;Popular Front for the Liberation of Palestine (PFLP)
1970;6;11;30;3;1;0;6;7;45;75;0;13;0;1;Popular Revolutionary Vanguard (VPR)
1970;6;11;217;1;1;0;3;3;22;217;1;6;0;0;Black Panthers
1970;6;12;218;3;1;0;9;7;46;199;0;13;0;0;Tupamaros (Uruguay)
1970;6;12;217;1;0;0;3;2;15;217;0;6;0;0;Black Nationalists
1970;6;12;217;1;1;0;2;3;25;217;0;5;0;0;Black Nationalists
1970;6;13;217;1;1;0;3;1;3;217;1;6;0;0;Black Panthers
1970;6;13;217;1;1;0;3;1;3;217;0;6;0;0;Black Nationalists
1970;6;15;217;1;1;0;3;3;22;217;1;6;0;0;Black Nationalists
1970;6;17;217;1;1;0;3;3;25;217;1;6;0;0;Black Nationalists
1970;6;18;217;1;1;0;7;8;49;217;0;8;0;0;Student Radicals
1970;6;18;217;1;1;0;7;13;64;217;1;8;0;0;Black Nationalists
1970;6;19;217;1;1;0;2;3;25;217;0;5;0;0;Black Nationalists
1970;6;19;217;1;1;0;2;3;25;217;0;5;0;0;Black Nationalists
1970;6;21;217;1;0;0;3;3;25;217;1;6;0;0;Black Panthers
1970;6;23;217;1;0;0;3;4;28;217;0;6;0;0;Left-Wing Militants
1970;6;23;217;1;1;0;3;1;3;359;0;6;0;0;Jewish Defense League (JDL)
1970;6;25;217;1;1;0;3;14;71;217;0;6;0;0;White extremists
1970;6;26;603;8;0;0;2;17;93;233;0;8;0;0;Irish Republican Army (IRA)
1970;6;27;603;8;1;0;2;14;69;233;0;5;0;0;Irish Republican Army (IRA)
1970;6;27;603;8;1;0;2;14;69;233;0;5;0;0;Irish Republican Army (IRA)
1970;6;27;603;8;1;0;2;14;69;233;0;5;0;0;Irish Republican Army (IRA)
1970;6;27;603;8;1;0;2;15;86;233;0;5;0;0;Ulster Volunteer Force (UVF)
1970;6;28;217;1;0;0;2;3;25;217;0;5;0;0;National Committee to Combat Fascism
1970;6;29;217;1;1;0;3;8;49;217;1;6;0;0;Black Panthers
1970;6;29;217;1;0;0;3;1;3;217;0;6;0;0;Left-Wing Militants
1970;6;30;217;1;1;0;2;3;25;217;1;5;0;0;Black Nationalists
1970;7;0;217;1;0;0;3;1;4;217;0;6;0;0;Left-Wing Militants
1970;7;0;217;1;1;0;7;15;86;217;0;8;0;0;Black Nationalists
1970;7;1;217;1;1;0;3;14;82;217;0;6;0;0;Revolutionary Force Seven
1970;7;1;217;1;1;0;3;8;49;217;0;6;0;0;Student Radicals
1970;7;2;217;1;1;0;3;7;46;11;0;6;0;0;Revolutionary Force Seven
1970;7;2;217;1;1;0;3;7;46;87;0;6;0;0;Revolutionary Force Seven
1970;7;2;217;1;1;0;3;7;46;218;0;6;0;0;Revolutionary Force Seven
1970;7;2;217;1;1;0;3;7;46;58;0;6;0;0;Revolutionary Force Seven
1970;7;2;217;1;1;0;3;1;0;217;1;6;0;0;Black Panthers
1970;7;2;217;1;0;0;3;3;22;217;0;6;0;0;Black Nationalists
1970;7;3;217;1;0;0;3;14;76;217;0;6;0;0;White extremists
1970;7;3;217;1;1;0;3;1;3;217;1;6;0;0;Seattle Liberation Front
1970;7;4;217;1;1;0;7;4;35;217;0;8;0;0;Left-Wing Militants
1970;7;4;217;1;1;0;3;8;50;217;0;6;0;0;White extremists
1970;7;4;217;1;1;0;1;14;68;217;0;5;0;0;Strikers
1970;7;5;217;1;0;0;3;3;23;217;1;6;0;0;Black Nationalists
1970;7;7;217;1;1;0;3;14;78;217;0;6;0;0;Weather Underground Weathermen
1970;7;8;217;1;1;0;7;10;53;217;0;8;0;0;Strikers
1970;7;9;217;1;1;0;7;2;21;217;0;8;0;0;Left-Wing Militants
1970;7;11;83;2;1;0;6;1;0;217;0;13;0;0;Rebel Armed Forces of Guatemala (FAR)
1970;7;11;217;1;1;0;2;14;71;217;0;5;0;0;White extremists
